invoice_id,branch,city,customer,gender,product_line,price,quantity,tax,total,date,time,payment,cogs,gross income,rating
466-61-5506,B,543212,Member,Female,435,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,544.2,27.21,5
721-86-6247,A,678549,Normal,Female,413,63.42,8,25.368,532.728,11/03/19,12:55,Ewallet,507.36,25.368,7
289-65-5721,B,543212,Normal,Female,253,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,162.74,8.137,7
545-46-3100,B,543212,Member,Female,435,10.59,3,1.5885,33.3585,12/03/19,13:52,Credit card,31.77,1.5885,9
418-02-5978,B,543212,Normal,Female,234,84.09,9,37.8405,794.6505,11/02/19,10:54,Cash,756.81,37.8405,8
269-04-5750,B,543212,Member,Male,253,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,295.28,14.764,7
157-13-5295,A,678549,Member,Male,234,51.94,10,25.97,545.37,09/03/19,18:24,Ewallet,519.4,25.97,7
645-78-8093,A,678549,Normal,Female,437,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,186.28,9.314,4
211-30-9270,C,754331,Normal,Male,234,17.41,5,4.3525,91.4025,1/28/2019,15:16,Credit card,87.05,4.3525,5
755-12-3214,C,754331,Member,Female,253,44.22,5,11.055,232.155,05/03/19,17:07,Credit card,221.1,11.055,9
346-84-3103,B,543212,Member,Female,435,13.22,5,3.305,69.405,02/03/19,19:26,Cash,66.1,3.305,4
478-06-7835,A,678549,Normal,Male,253,89.69,1,4.4845,94.1745,11/01/19,11:20,Ewallet,89.69,4.4845,5
540-11-4336,A,678549,Normal,Male,532,24.94,9,11.223,235.683,11/01/19,16:49,Credit card,224.46,11.223,6
448-81-5016,A,678549,Normal,Male,234,59.77,2,5.977,125.517,11/03/19,12:01,Credit card,119.54,5.977,6
142-72-4741,C,754331,Member,Male,253,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,9.32,6
217-58-1179,A,678549,Member,Male,413,62.65,4,12.53,263.13,05/01/19,11:25,Cash,250.6,12.53,4
376-02-8238,B,543212,Normal,Male,413,93.87,8,37.548,788.508,02/02/19,18:42,Credit card,750.96,37.548,8
530-90-9855,A,678549,Member,Male,413,47.59,8,19.036,399.756,01/01/19,14:47,Cash,380.72,19.036,6
866-05-7563,B,543212,Member,Female,435,81.4,3,12.21,256.41,09/02/19,19:43,Cash,244.2,12.21,5
604-70-6476,A,678549,Member,Male,253,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.485,7
799-71-1548,A,678549,Member,Male,435,77.72,4,15.544,326.424,07/01/19,16:11,Credit card,310.88,15.544,9
785-13-7708,B,543212,Normal,Male,532,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,511.42,25.571,4
845-51-0542,B,543212,Member,Male,532,46.55,9,20.9475,439.8975,02/02/19,15:34,Ewallet,418.95,20.9475,6
662-47-5456,C,754331,Member,Male,253,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,351.9,17.595,8
883-17-4236,C,754331,Normal,Female,437,14.39,2,1.439,30.219,02/03/19,19:44,Credit card,28.78,1.439,7
290-68-2984,A,678549,Normal,Male,413,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,95,4.75,5
704-11-6354,A,678549,Member,Male,413,58.9,8,23.56,494.76,06/01/19,11:23,Cash,471.2,23.56,9
110-48-7033,B,543212,Member,Male,253,32.62,4,6.524,137.004,1/29/2019,14:12,Cash,130.48,6.524,9
366-93-0948,A,678549,Member,Male,435,66.35,1,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,3.3175,10
729-09-9681,A,678549,Member,Male,413,25.91,6,7.773,163.233,05/02/19,10:16,Ewallet,155.46,7.773,9
151-16-1484,A,678549,Member,Male,435,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,129,6.45,7
380-94-4661,C,754331,Member,Male,435,65.94,4,13.188,276.948,07/02/19,13:05,Credit card,263.76,13.188,7
850-41-9669,A,678549,Normal,Female,435,75.06,9,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,33.777,6
821-07-3596,C,754331,Normal,Female,253,16.45,4,3.29,69.09,07/03/19,14:53,Ewallet,65.8,3.29,6
655-85-5130,B,543212,Member,Female,253,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,7.66,6
447-15-7839,A,678549,Member,Female,437,22.24,10,11.12,233.52,09/02/19,11:00,Cash,222.4,11.12,4
154-74-7179,B,543212,Normal,Male,437,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,2.7225,8
253-12-6086,A,678549,Member,Female,437,98.4,7,34.44,723.24,12/03/19,12:43,Credit card,688.8,34.44,9
808-65-0703,C,754331,Normal,Male,413,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,141.88,7.094,7
571-94-0759,B,543212,Member,Female,532,74.6,10,37.3,783.3,08/01/19,20:55,Cash,746,37.3,10
144-51-6085,A,678549,Member,Male,413,70.74,4,14.148,297.108,05/01/19,16:05,Credit card,282.96,14.148,4
731-14-2199,A,678549,Member,Female,413,35.54,10,17.77,373.17,04/01/19,13:34,Ewallet,355.4,17.77,7
783-09-1637,B,543212,Normal,Female,437,67.43,5,16.8575,354.0075,06/03/19,18:13,Ewallet,337.15,16.8575,6
687-15-1097,C,754331,Member,Female,234,21.12,2,2.112,44.352,03/01/19,19:17,Cash,42.24,2.112,10
126-54-1082,A,678549,Member,Female,413,21.54,9,9.693,203.553,07/01/19,11:44,Credit card,193.86,9.693,9
633-91-1052,A,678549,Normal,Female,413,12.03,2,1.203,25.263,1/27/2019,15:51,Cash,24.06,1.203,5
477-24-6490,B,543212,Normal,Female,234,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,598.26,29.913,8
566-19-5475,B,543212,Normal,Male,253,47.97,7,16.7895,352.5795,07/01/19,20:52,Cash,335.79,16.7895,6
526-86-8552,C,754331,Member,Female,413,21.82,10,10.91,229.11,07/01/19,17:36,Cash,218.2,10.91,7
376-56-3573,C,754331,Normal,Female,253,95.42,4,19.084,400.764,02/02/19,13:23,Ewallet,381.68,19.084,6
537-72-0426,C,754331,Member,Male,253,70.99,10,35.495,745.395,3/20/2019,16:28,Cash,709.9,35.495,6
828-61-5674,A,678549,Member,Male,437,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,22.01,10
136-08-6195,A,678549,Normal,Female,413,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,559.68,27.984,6
523-38-0215,C,754331,Normal,Male,413,37,1,1.85,38.85,06/03/19,13:29,Credit card,37,1.85,8
490-29-1201,A,678549,Normal,Female,437,15.34,1,0.767,16.107,06/01/19,11:09,Cash,15.34,0.767,7
667-92-0055,A,678549,Member,Male,234,99.83,6,29.949,628.929,04/03/19,15:02,Ewallet,598.98,29.949,9
565-17-3836,A,678549,Member,Female,234,47.67,4,9.534,200.214,12/03/19,14:21,Cash,190.68,9.534,9
498-41-1961,B,543212,Normal,Male,234,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,333.4,16.67,8
593-95-4461,C,754331,Member,Male,413,74.86,1,3.743,78.603,3/24/2019,14:49,Cash,74.86,3.743,7
226-71-3580,C,754331,Normal,Female,437,23.75,9,10.6875,224.4375,1/31/2019,12:02,Cash,213.75,10.6875,10
283-79-9594,B,543212,Normal,Female,532,48.51,7,16.9785,356.5485,1/25/2019,13:30,Credit card,339.57,16.9785,5
430-60-3493,A,678549,Member,Female,413,94.88,7,33.208,697.368,03/02/19,14:38,Cash,664.16,33.208,4
139-20-0155,B,543212,Member,Male,435,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,403,20.15,7
558-80-4082,C,754331,Normal,Male,435,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,9.7475,6
278-97-7759,A,678549,Member,Female,435,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,62.48,3.124,5
316-68-6352,A,678549,Member,Female,532,36.36,2,3.636,76.356,1/21/2019,10:00,Cash,72.72,3.636,7
585-03-5943,B,543212,Normal,Male,234,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,181.1,9.055,6
211-05-0490,C,754331,Member,Female,435,51.92,5,12.98,272.58,03/03/19,13:42,Cash,259.6,12.98,8
727-75-6477,C,754331,Normal,Male,435,28.84,4,5.768,121.128,3/29/2019,14:44,Cash,115.36,5.768,6
744-02-5987,A,678549,Member,Male,413,78.38,6,23.514,493.794,10/01/19,14:16,Ewallet,470.28,23.514,6
307-83-9164,A,678549,Member,Male,413,60.01,4,12.002,252.042,1/25/2019,15:54,Cash,240.04,12.002,5
779-06-0012,C,754331,Member,Female,413,88.61,1,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.4305,8
446-47-6729,C,754331,Normal,Male,253,99.82,2,9.982,209.622,02/01/19,18:09,Credit card,199.64,9.982,7
573-10-3877,B,543212,Member,Male,234,39.01,1,1.9505,40.9605,12/03/19,16:46,Credit card,39.01,1.9505,5
735-06-4124,C,754331,Normal,Male,532,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,2.4305,4
439-54-7422,A,678549,Normal,Female,435,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,204.76,10.238,5
396-90-2219,B,543212,Normal,Female,435,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,119.68,5.984,9
411-77-0180,A,678549,Member,Male,435,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,25.27,4
286-01-5402,A,678549,Normal,Female,437,40.23,7,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,14.0805,10
803-17-8013,A,678549,Member,Female,413,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,710.32,35.516,4
512-98-1403,A,678549,Member,Female,435,26.48,3,3.972,83.412,3/21/2019,10:40,Ewallet,79.44,3.972,5
848-42-2560,A,678549,Normal,Female,253,81.91,2,8.191,172.011,05/03/19,17:43,Cash,163.82,8.191,8
532-59-7201,B,543212,Member,Male,437,79.93,6,23.979,503.559,1/31/2019,14:04,Cash,479.58,23.979,6
181-94-6432,C,754331,Member,Male,253,69.33,2,6.933,145.593,05/02/19,19:05,Ewallet,138.66,6.933,10
870-76-1733,A,678549,Member,Female,532,14.23,5,3.5575,74.7075,01/02/19,10:08,Credit card,71.15,3.5575,4
423-64-4619,A,678549,Member,Female,234,15.55,9,6.9975,146.9475,07/03/19,13:12,Cash,139.95,6.9975,5
227-07-4446,C,754331,Member,Female,435,78.13,10,39.065,820.365,10/02/19,20:51,Cash,781.3,39.065,4
174-36-3675,C,754331,Member,Male,532,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,198.74,9.937,5
428-83-5800,C,754331,Member,Female,532,21.08,3,3.162,66.402,09/02/19,10:25,Cash,63.24,3.162,7
603-07-0961,C,754331,Member,Male,435,74.79,5,18.6975,392.6475,10/01/19,11:34,Cash,373.95,18.6975,5
704-20-4138,C,754331,Member,Female,234,29.67,7,10.3845,218.0745,11/03/19,18:58,Credit card,207.69,10.3845,8
787-15-1757,C,754331,Member,Male,234,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,176.28,8.814,8
649-11-3678,C,754331,Normal,Female,532,22.93,9,10.3185,216.6885,2/26/2019,20:26,Cash,206.37,10.3185,6
622-20-1945,C,754331,Normal,Female,234,39.42,1,1.971,41.391,1/18/2019,15:08,Cash,39.42,1.971,8
372-94-8041,A,678549,Normal,Male,234,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,91.56,4.578,10
563-91-7120,A,678549,Normal,Female,253,61.77,5,15.4425,324.2925,08/03/19,13:21,Cash,308.85,15.4425,7
746-54-5508,A,678549,Normal,Male,413,21.52,6,6.456,135.576,1/17/2019,12:48,Credit card,129.12,6.456,9
276-54-0879,B,543212,Normal,Male,437,97.74,4,19.548,410.508,12/03/19,19:53,Ewallet,390.96,19.548,6
815-11-1168,A,678549,Member,Male,532,99.78,5,24.945,523.845,09/03/19,19:09,Cash,498.9,24.945,5
719-76-3868,C,754331,Member,Male,532,94.26,4,18.852,395.892,12/03/19,16:30,Cash,377.04,18.852,9
730-61-8757,B,543212,Member,Male,234,51.13,4,10.226,214.746,1/25/2019,10:11,Credit card,204.52,10.226,4
340-66-0321,A,678549,Member,Male,435,36.36,4,7.272,152.712,3/25/2019,13:07,Cash,145.44,7.272,8
868-81-1752,B,543212,Normal,Male,413,22.02,9,9.909,208.089,07/02/19,18:48,Cash,198.18,9.909,7
634-97-8956,A,678549,Normal,Male,532,32.9,3,4.935,103.635,2/17/2019,17:27,Credit card,98.7,4.935,9
566-71-1091,A,678549,Normal,Male,253,77.02,5,19.255,404.355,03/02/19,15:59,Cash,385.1,19.255,6
442-48-3607,A,678549,Member,Male,532,23.48,2,2.348,49.308,3/14/2019,11:21,Credit card,46.96,2.348,8
835-16-0096,C,754331,Member,Male,437,14.7,5,3.675,77.175,3/24/2019,13:48,Ewallet,73.5,3.675,9
527-09-6272,A,678549,Member,Female,435,28.45,5,7.1125,149.3625,3/21/2019,10:17,Credit card,142.25,7.1125,9
898-04-2717,A,678549,Normal,Male,253,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,34.38,8
692-27-8933,B,543212,Normal,Female,437,57.95,6,17.385,365.085,2/24/2019,13:02,Cash,347.7,17.385,5
633-09-3463,C,754331,Normal,Female,435,47.65,3,7.1475,150.0975,3/28/2019,12:58,Credit card,142.95,7.1475,10
374-17-3652,B,543212,Member,Female,532,42.82,9,19.269,404.649,05/02/19,15:26,Credit card,385.38,19.269,9
378-07-7001,B,543212,Member,Male,435,48.09,3,7.2135,151.4835,10/02/19,18:23,Credit card,144.27,7.2135,8
433-75-6987,B,543212,Member,Female,234,55.97,7,19.5895,411.3795,05/03/19,19:06,Ewallet,391.79,19.5895,9
873-95-4984,B,543212,Member,Female,234,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,538.3,26.915,8
416-13-5917,C,754331,Normal,Female,532,97.03,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,485.15,24.2575,9
150-89-8043,A,678549,Normal,Male,437,44.65,3,6.6975,140.6475,2/14/2019,15:04,Cash,133.95,6.6975,6
135-84-8019,A,678549,Normal,Female,253,77.93,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,701.37,35.0685,8
441-94-7118,A,678549,Member,Male,435,71.95,1,3.5975,75.5475,04/02/19,12:14,Cash,71.95,3.5975,7
725-96-3778,C,754331,Member,Female,413,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,714,35.7,5
531-80-1784,A,678549,Normal,Male,435,26.02,7,9.107,191.247,3/28/2019,17:38,Cash,182.14,9.107,5
400-45-1220,B,543212,Normal,Female,234,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,135,6.75,5
860-79-0874,C,754331,Member,Female,253,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,993,49.65,7
834-61-8124,A,678549,Normal,Male,435,51.69,7,18.0915,379.9215,1/26/2019,18:22,Cash,361.83,18.0915,6
115-99-4379,B,543212,Member,Female,253,54.73,7,19.1555,402.2655,3/14/2019,19:02,Credit card,383.11,19.1555,9
565-67-6697,B,543212,Member,Male,413,27,9,12.15,255.15,02/03/19,14:16,Cash,243,12.15,5
320-49-6392,C,754331,Normal,Female,435,30.24,1,1.512,31.752,04/03/19,15:44,Cash,30.24,1.512,8
889-04-9723,B,543212,Member,Female,532,89.14,4,17.828,374.388,07/01/19,12:20,Credit card,356.56,17.828,8
632-90-0281,C,754331,Normal,Female,253,37.55,10,18.775,394.275,08/03/19,20:01,Credit card,375.5,18.775,9
554-42-2417,C,754331,Normal,Female,437,95.44,10,47.72,1002.12,09/01/19,13:45,Cash,954.4,47.72,5
453-63-6187,B,543212,Normal,Male,435,27.5,3,4.125,86.625,01/03/19,15:40,Ewallet,82.5,4.125,7
578-80-7669,B,543212,Normal,Male,437,74.97,1,3.7485,78.7185,3/16/2019,16:58,Cash,74.97,3.7485,6
612-36-5536,A,678549,Member,Male,532,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,647.68,32.384,7
605-72-4132,C,754331,Normal,Female,532,94.47,8,37.788,793.548,2/27/2019,15:12,Cash,755.76,37.788,9
471-41-2823,C,754331,Normal,Male,532,99.79,2,9.979,209.559,07/03/19,20:37,Ewallet,199.58,9.979,8
462-67-9126,A,678549,Normal,Male,413,73.22,6,21.966,461.286,1/21/2019,17:44,Cash,439.32,21.966,7
272-27-9238,C,754331,Normal,Female,532,41.24,4,8.248,173.208,2/19/2019,16:23,Cash,164.96,8.248,7
834-25-9262,C,754331,Normal,Female,253,81.68,4,16.336,343.056,06/01/19,12:12,Cash,326.72,16.336,9
122-61-9553,C,754331,Normal,Female,435,51.32,9,23.094,484.974,3/14/2019,19:33,Cash,461.88,23.094,6
468-88-0009,A,678549,Member,Male,413,65.94,4,13.188,276.948,3/24/2019,10:29,Cash,263.76,13.188,6
613-59-9758,C,754331,Normal,Female,437,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,143.6,7.18,5
254-31-0042,A,678549,Member,Male,435,21.5,9,9.675,203.175,06/03/19,12:46,Credit card,193.5,9.675,8
201-86-2184,B,543212,Member,Female,435,26.26,7,9.191,193.011,02/02/19,19:40,Cash,183.82,9.191,10
261-12-8671,B,543212,Normal,Female,253,60.96,2,6.096,128.016,1/25/2019,19:39,Credit card,121.92,6.096,5
730-70-9830,C,754331,Normal,Female,413,70.11,6,21.033,441.693,3/14/2019,17:54,Ewallet,420.66,21.033,5
382-25-8917,C,754331,Normal,Male,253,42.08,6,12.624,265.104,1/29/2019,12:25,Cash,252.48,12.624,9
422-29-8786,A,678549,Normal,Female,413,67.09,5,16.7725,352.2225,03/01/19,16:47,Credit card,335.45,16.7725,9
667-23-5919,A,678549,Member,Female,253,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,483.5,24.175,7
843-01-4703,B,543212,Member,Female,413,35.38,9,15.921,334.341,05/01/19,19:50,Credit card,318.42,15.921,10
743-88-1662,C,754331,Normal,Male,437,95.49,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,668.43,33.4215,9
595-86-2894,C,754331,Member,Male,253,96.98,4,19.396,407.316,06/02/19,17:20,Ewallet,387.92,19.396,9
182-69-8360,B,543212,Normal,Female,435,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,94.6,4.73,4
289-15-7034,A,678549,Member,Male,437,82.33,4,16.466,345.786,11/01/19,10:37,Credit card,329.32,16.466,8
462-78-5240,C,754331,Normal,Female,435,26.61,2,2.661,55.881,3/19/2019,14:35,Cash,53.22,2.661,4
868-52-7573,B,543212,Normal,Female,532,99.69,5,24.9225,523.3725,1/14/2019,12:09,Cash,498.45,24.9225,10
153-58-4872,C,754331,Member,Female,532,74.89,4,14.978,314.538,01/03/19,15:32,Ewallet,299.56,14.978,4
662-72-2873,A,678549,Normal,Female,532,40.94,5,10.235,214.935,06/01/19,13:58,Ewallet,204.7,10.235,10
525-88-7307,B,543212,Member,Male,437,75.82,1,3.791,79.611,1/31/2019,13:19,Cash,75.82,3.791,6
689-16-9784,C,754331,Normal,Male,532,46.77,6,14.031,294.651,11/03/19,13:37,Cash,280.62,14.031,6
725-56-0833,A,678549,Normal,Female,234,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,323.2,16.16,10
394-41-0748,C,754331,Member,Female,253,54.07,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,486.63,24.3315,10
596-42-3999,B,543212,Normal,Male,532,18.22,7,6.377,133.917,10/03/19,14:04,Credit card,127.54,6.377,7
541-89-9860,C,754331,Member,Female,253,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,241.44,12.072,8
173-82-9529,B,543212,Normal,Female,253,37.95,10,18.975,398.475,1/26/2019,14:51,Cash,379.5,18.975,10
563-36-9814,A,678549,Member,Male,435,76.82,1,3.841,80.661,2/13/2019,18:27,Ewallet,76.82,3.841,7
308-47-4913,A,678549,Member,Female,437,52.26,10,26.13,548.73,09/03/19,12:45,Credit card,522.6,26.13,6
885-17-6250,A,678549,Normal,Female,234,79.74,1,3.987,83.727,06/03/19,10:36,Ewallet,79.74,3.987,7
726-27-2396,A,678549,Normal,Female,234,77.5,5,19.375,406.875,1/24/2019,20:36,Ewallet,387.5,19.375,4
316-01-3952,A,678549,Normal,Female,532,54.27,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,271.35,13.5675,5
760-54-1821,B,543212,Normal,Male,413,13.59,9,6.1155,128.4255,3/15/2019,10:26,Cash,122.31,6.1155,6
793-10-3222,B,543212,Member,Female,234,41.06,6,12.318,258.678,05/03/19,13:30,Credit card,246.36,12.318,8
346-12-3257,B,543212,Member,Male,435,19.24,9,8.658,181.818,04/03/19,16:28,Cash,173.16,8.658,8
110-05-6330,C,754331,Normal,Female,532,39.43,6,11.829,248.409,3/25/2019,20:18,Credit card,236.58,11.829,9
651-61-0874,C,754331,Normal,Male,413,46.22,4,9.244,194.124,12/03/19,20:04,Credit card,184.88,9.244,6
236-86-3015,C,754331,Member,Male,413,13.98,1,0.699,14.679,04/02/19,13:38,Ewallet,13.98,0.699,10
831-64-0259,B,543212,Normal,Female,253,39.75,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,198.75,9.9375,10
587-03-7455,C,754331,Member,Female,253,97.79,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,684.53,34.2265,5
882-40-4577,A,678549,Member,Male,437,67.26,4,13.452,282.492,1/19/2019,15:28,Credit card,269.04,13.452,8
732-67-5346,A,678549,Normal,Male,532,13.79,5,3.4475,72.3975,11/01/19,19:07,Credit card,68.95,3.4475,8
725-32-9708,B,543212,Member,Female,253,68.71,4,13.742,288.582,04/01/19,19:01,Cash,274.84,13.742,4
256-08-8343,A,678549,Normal,Female,413,56.53,4,11.306,237.426,04/03/19,19:48,Ewallet,226.12,11.306,6
372-26-1506,C,754331,Normal,Female,253,23.82,5,5.955,125.055,1/28/2019,19:24,Ewallet,119.1,5.955,5
244-08-0162,B,543212,Normal,Female,234,34.21,10,17.105,359.205,02/01/19,13:00,Cash,342.1,17.105,5
569-71-4390,B,543212,Normal,Male,437,21.87,2,2.187,45.927,1/25/2019,14:29,Ewallet,43.74,2.187,7
132-23-6451,A,678549,Member,Male,234,20.97,5,5.2425,110.0925,04/01/19,13:21,Cash,104.85,5.2425,8
696-90-2548,A,678549,Normal,Male,437,25.84,3,3.876,81.396,10/03/19,18:55,Ewallet,77.52,3.876,7
472-15-9636,A,678549,Normal,Male,413,50.93,8,20.372,427.812,3/22/2019,19:36,Ewallet,407.44,20.372,9
268-03-6164,B,543212,Normal,Male,234,96.11,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,96.11,4.8055,8
750-57-9686,C,754331,Normal,Female,413,45.38,4,9.076,190.596,08/01/19,13:48,Credit card,181.52,9.076,9
186-09-3669,C,754331,Member,Female,234,81.51,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,81.51,4.0755,9
848-07-1692,B,543212,Normal,Female,234,57.22,2,5.722,120.162,12/01/19,17:13,Ewallet,114.44,5.722,8
745-71-3520,A,678549,Member,Female,435,25.22,7,8.827,185.367,04/02/19,10:23,Cash,176.54,8.827,8
266-76-6436,C,754331,Member,Female,532,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,115.8,5.79,8
740-22-2500,C,754331,Normal,Female,435,84.05,3,12.6075,264.7575,1/23/2019,13:29,Cash,252.15,12.6075,10
271-88-8734,C,754331,Member,Female,253,97.21,10,48.605,1020.705,08/02/19,13:00,Credit card,972.1,48.605,9
301-81-8610,B,543212,Member,Male,253,25.42,8,10.168,213.528,3/19/2019,19:42,Credit card,203.36,10.168,7
489-64-4354,C,754331,Normal,Male,253,16.28,1,0.814,17.094,09/03/19,15:36,Cash,16.28,0.814,5
198-84-7132,B,543212,Member,Male,253,40.61,9,18.2745,383.7645,02/01/19,13:40,Cash,365.49,18.2745,7
269-10-8440,A,678549,Member,Male,234,53.17,7,18.6095,390.7995,1/21/2019,18:01,Cash,372.19,18.6095,9
650-98-6268,B,543212,Member,Female,532,20.87,3,3.1305,65.7405,3/20/2019,13:53,Credit card,62.61,3.1305,8
741-73-3559,B,543212,Normal,Male,437,67.27,5,16.8175,353.1675,2/27/2019,17:27,Cash,336.35,16.8175,7
325-77-6186,A,678549,Member,Female,413,90.65,10,45.325,951.825,08/03/19,10:53,Ewallet,906.5,45.325,7
286-75-7818,B,543212,Normal,Male,253,69.08,2,6.908,145.068,1/31/2019,19:48,Credit card,138.16,6.908,7
574-57-9721,C,754331,Normal,Male,532,43.27,2,4.327,90.867,08/03/19,16:53,Ewallet,86.54,4.327,6
459-50-7686,A,678549,Normal,Female,435,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,140.76,7.038,6
616-87-0016,B,543212,Normal,Male,253,95.54,7,33.439,702.219,09/03/19,14:36,Credit card,668.78,33.439,10
837-55-7229,B,543212,Normal,Female,253,47.44,1,2.372,49.812,2/22/2019,18:19,Credit card,47.44,2.372,7
751-69-0068,C,754331,Normal,Male,437,99.24,9,44.658,937.818,3/19/2019,19:09,Ewallet,893.16,44.658,9
257-73-1380,C,754331,Member,Male,437,82.93,4,16.586,348.306,1/20/2019,16:51,Ewallet,331.72,16.586,10
345-08-4992,A,678549,Normal,Male,413,33.99,6,10.197,214.137,08/03/19,15:37,Credit card,203.94,10.197,8
549-96-4200,C,754331,Member,Male,532,17.04,4,3.408,71.568,08/03/19,20:15,Ewallet,68.16,3.408,7
810-60-6344,C,754331,Normal,Female,435,40.86,8,16.344,343.224,07/02/19,14:38,Credit card,326.88,16.344,7
450-28-2866,C,754331,Member,Male,532,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,87.2,4.36,8
394-30-3170,B,543212,Member,Female,437,88.43,8,35.372,742.812,3/22/2019,19:35,Credit card,707.44,35.372,4
138-17-5109,A,678549,Member,Female,413,89.21,9,40.1445,843.0345,1/15/2019,15:42,Credit card,802.89,40.1445,7
192-98-7397,C,754331,Normal,Male,253,12.78,1,0.639,13.419,08/01/19,14:11,Ewallet,12.78,0.639,10
301-11-9629,A,678549,Normal,Female,437,19.1,7,6.685,140.385,1/15/2019,10:43,Cash,133.7,6.685,10
390-80-5128,B,543212,Member,Female,234,19.15,1,0.9575,20.1075,1/28/2019,17:58,Credit card,19.15,0.9575,10
235-46-8343,C,754331,Member,Male,532,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,276.6,13.83,9
453-12-7053,C,754331,Normal,Male,253,45.74,3,6.861,144.081,10/03/19,17:38,Credit card,137.22,6.861,7
296-11-7041,B,543212,Member,Female,234,27.07,1,1.3535,28.4235,12/01/19,20:07,Credit card,27.07,1.3535,5
449-27-2918,B,543212,Member,Female,437,39.12,1,1.956,41.076,3/26/2019,11:02,Credit card,39.12,1.956,10
891-01-7034,B,543212,Normal,Female,435,74.71,6,22.413,470.673,01/01/19,19:07,Cash,448.26,22.413,7
744-09-5786,B,543212,Normal,Male,435,22.01,6,6.603,138.663,02/01/19,18:50,Cash,132.06,6.603,8
727-17-0390,A,678549,Normal,Female,532,63.61,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,318.05,15.9025,5
568-88-3448,A,678549,Normal,Male,234,25,1,1.25,26.25,03/03/19,15:09,Ewallet,25,1.25,6
187-83-5490,A,678549,Member,Male,435,20.77,4,4.154,87.234,1/31/2019,13:47,Cash,83.08,4.154,5
767-54-1907,B,543212,Member,Female,253,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,147.8,7.39,7
710-46-4433,B,543212,Member,Female,532,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,696.6,34.83,5
533-33-5337,B,543212,Normal,Male,435,79.39,10,39.695,833.595,07/02/19,20:24,Cash,793.9,39.695,6
